sample	library	run	r1_file	r2_file	reads_raw_r1	reads_raw_r2	reads_primers_fwd	reads_primers_rvs	reads_filtered_fwd	reads_filtered_rvs	reads_tabled	reads_chimera_checked	reads_tax.length_filtered
e02057-A	e02057-A	2	e02057-A_S74_L001_R1_001.fastq.gz	e02057-A_S74_L001_R2_001.fastq.gz	29264	29264	28892	28892	28626	28626	26516	26255	26255
e02057-B	e02057-B	2	e02057-B_S168_L001_R1_001.fastq.gz	e02057-B_S168_L001_R2_001.fastq.gz	29174	29174	28817	28817	28355	28355	26046	25783	25783
e02057-C	e02057-C	2	e02057-C_S259_L001_R1_001.fastq.gz	e02057-C_S259_L001_R2_001.fastq.gz	24176	24176	23873	23873	23335	23335	21234	20941	20941
e02058-A	e02058-A	2	e02058-A_S75_L001_R1_001.fastq.gz	e02058-A_S75_L001_R2_001.fastq.gz	30794	30794	30463	30463	29636	29636	22984	22809	22809
e02058-B	e02058-B	2	e02058-B_S169_L001_R1_001.fastq.gz	e02058-B_S169_L001_R2_001.fastq.gz	31669	31669	31285	31285	30860	30860	27354	27025	27025
e02058-C	e02058-C	2	e02058-C_S260_L001_R1_001.fastq.gz	e02058-C_S260_L001_R2_001.fastq.gz	25378	25378	25049	25049	24189	24189	20970	20788	20788
e02059-A	e02059-A	2	e02059-A_S76_L001_R1_001.fastq.gz	e02059-A_S76_L001_R2_001.fastq.gz	26780	26780	26503	26503	26338	26338	24960	24738	24738
e02059-B	e02059-B	2	e02059-B_S170_L001_R1_001.fastq.gz	e02059-B_S170_L001_R2_001.fastq.gz	32106	32106	31694	31694	31373	31373	29620	29311	29311
e02059-C	e02059-C	2	e02059-C_S261_L001_R1_001.fastq.gz	e02059-C_S261_L001_R2_001.fastq.gz	25952	25952	25354	25354	24195	24195	22736	22611	22611
e02060-A	e02060-A	2	e02060-A_S77_L001_R1_001.fastq.gz	e02060-A_S77_L001_R2_001.fastq.gz	25549	25549	25258	25258	25042	25042	23973	23629	23629
e02060-B	e02060-B	2	e02060-B_S171_L001_R1_001.fastq.gz	e02060-B_S171_L001_R2_001.fastq.gz	30961	30961	30591	30591	30350	30350	29253	28958	28958
e02060-C	e02060-C	2	e02060-C_S262_L001_R1_001.fastq.gz	e02060-C_S262_L001_R2_001.fastq.gz	34264	34264	33839	33839	33345	33345	32314	31902	31902
e02061-A	e02061-A	2	e02061-A_S78_L001_R1_001.fastq.gz	e02061-A_S78_L001_R2_001.fastq.gz	97171	97171	96065	96065	95388	95388	90203	89352	89352
e02061-B	e02061-B	2	e02061-B_S172_L001_R1_001.fastq.gz	e02061-B_S172_L001_R2_001.fastq.gz	26052	26052	25746	25746	24851	24851	23151	22965	22965
e02061-C	e02061-C	2	e02061-C_S263_L001_R1_001.fastq.gz	e02061-C_S263_L001_R2_001.fastq.gz	28013	28013	27661	27661	22794	22794	13510	13437	13437
e02062-A	e02062-A	2	e02062-A_S79_L001_R1_001.fastq.gz	e02062-A_S79_L001_R2_001.fastq.gz	24759	24759	24453	24453	24271	24271	22305	21781	21781
e02062-B	e02062-B	2	e02062-B_S173_L001_R1_001.fastq.gz	e02062-B_S173_L001_R2_001.fastq.gz	33005	33005	32578	32578	32362	32362	30544	29959	29959
e02062-C	e02062-C	2	e02062-C_S264_L001_R1_001.fastq.gz	e02062-C_S264_L001_R2_001.fastq.gz	32071	32071	31630	31630	31334	31334	29276	28749	28749
e02063-A	e02063-A	2	e02063-A_S80_L001_R1_001.fastq.gz	e02063-A_S80_L001_R2_001.fastq.gz	23108	23108	22832	22832	22675	22675	21275	21060	21060
e02063-B	e02063-B	2	e02063-B_S174_L001_R1_001.fastq.gz	e02063-B_S174_L001_R2_001.fastq.gz	25473	25473	25131	25131	23130	23130	21329	21182	21182
e02063-C	e02063-C	2	e02063-C_S265_L001_R1_001.fastq.gz	e02063-C_S265_L001_R2_001.fastq.gz	25419	25419	25086	25086	22217	22217	21064	20673	20673
e02064-A	e02064-A	2	e02064-A_S81_L001_R1_001.fastq.gz	e02064-A_S81_L001_R2_001.fastq.gz	26858	26858	26579	26579	24682	24682	23107	22782	22782
e02064-B	e02064-B	2	e02064-B_S175_L001_R1_001.fastq.gz	e02064-B_S175_L001_R2_001.fastq.gz	24677	24677	24380	24380	24140	24140	22363	22027	22027
e02064-C	e02064-C	2	e02064-C_S266_L001_R1_001.fastq.gz	e02064-C_S266_L001_R2_001.fastq.gz	15897	15897	15713	15713	13311	13311	11650	11458	11458
e02065-A	e02065-A	2	e02065-A_S82_L001_R1_001.fastq.gz	e02065-A_S82_L001_R2_001.fastq.gz	18084	18084	17866	17866	16999	16999	15789	15682	15682
e02065-B	e02065-B	2	e02065-B_S176_L001_R1_001.fastq.gz	e02065-B_S176_L001_R2_001.fastq.gz	40405	40405	39904	39904	39594	39594	37935	37659	37659
e02065-C	e02065-C	2	e02065-C_S267_L001_R1_001.fastq.gz	e02065-C_S267_L001_R2_001.fastq.gz	25866	25866	25536	25536	25311	25311	23307	22982	22982
e02066-A	e02066-A	2	e02066-A_S83_L001_R1_001.fastq.gz	e02066-A_S83_L001_R2_001.fastq.gz	50470	50470	49817	49817	49508	49508	46725	45487	45487
e02066-B	e02066-B	2	e02066-B_S177_L001_R1_001.fastq.gz	e02066-B_S177_L001_R2_001.fastq.gz	31651	31651	31205	31205	30940	30940	29065	28209	28209
e02066-C	e02066-C	2	e02066-C_S268_L001_R1_001.fastq.gz	e02066-C_S268_L001_R2_001.fastq.gz	23368	23368	23050	23050	22793	22793	21390	20656	20656
e02067-A	e02067-A	2	e02067-A_S84_L001_R1_001.fastq.gz	e02067-A_S84_L001_R2_001.fastq.gz	29818	29818	29453	29453	29296	29296	28330	27988	27988
e02067-B	e02067-B	2	e02067-B_S178_L001_R1_001.fastq.gz	e02067-B_S178_L001_R2_001.fastq.gz	36525	36525	35942	35942	35218	35218	33437	33052	33052
e02067-C	e02067-C	2	e02067-C_S269_L001_R1_001.fastq.gz	e02067-C_S269_L001_R2_001.fastq.gz	21319	21319	20945	20945	19055	19055	17729	17165	17165
e02068-A	e02068-A	2	e02068-A_S85_L001_R1_001.fastq.gz	e02068-A_S85_L001_R2_001.fastq.gz	37307	37307	36874	36874	36628	36628	35166	34301	34301
e02068-B	e02068-B	2	e02068-B_S179_L001_R1_001.fastq.gz	e02068-B_S179_L001_R2_001.fastq.gz	23078	23078	22769	22769	22575	22575	21416	20920	20920
e02068-C	e02068-C	2	e02068-C_S270_L001_R1_001.fastq.gz	e02068-C_S270_L001_R2_001.fastq.gz	24410	24410	24084	24084	23384	23384	22022	21236	21236
e02069-A	e02069-A	2	e02069-A_S86_L001_R1_001.fastq.gz	e02069-A_S86_L001_R2_001.fastq.gz	15656	15656	15472	15472	14760	14760	13887	13860	13860
e02069-B	e02069-B	2	e02069-B_S180_L001_R1_001.fastq.gz	e02069-B_S180_L001_R2_001.fastq.gz	24033	24033	23741	23741	23313	23313	22677	22185	22185
e02069-C	e02069-C	2	e02069-C_S271_L001_R1_001.fastq.gz	e02069-C_S271_L001_R2_001.fastq.gz	9463	9463	9295	9295	4180	4180	3805	3798	3798
e02070-A	e02070-A	2	e02070-A_S87_L001_R1_001.fastq.gz	e02070-A_S87_L001_R2_001.fastq.gz	19120	19120	18886	18886	17355	17355	16645	16578	16568
e02070-B	e02070-B	2	e02070-B_S181_L001_R1_001.fastq.gz	e02070-B_S181_L001_R2_001.fastq.gz	22558	22558	22239	22239	20834	20834	18521	18192	18192
e02070-C	e02070-C	2	e02070-C_S272_L001_R1_001.fastq.gz	e02070-C_S272_L001_R2_001.fastq.gz	12663	12663	12421	12421	10621	10621	9560	9329	9329
e02071-A	e02071-A	2	e02071-A_S88_L001_R1_001.fastq.gz	e02071-A_S88_L001_R2_001.fastq.gz	2650	2650	2620	2620	423	423	173	173	173
e02071-B	e02071-B	2	e02071-B_S182_L001_R1_001.fastq.gz	e02071-B_S182_L001_R2_001.fastq.gz	875	875	676	676	533	533	238	238	238
e02071-C	e02071-C	2	e02071-C_S273_L001_R1_001.fastq.gz	e02071-C_S273_L001_R2_001.fastq.gz	4083	4083	3853	3853	461	461	198	198	198
e02072-1-A	e02072-1-A	2	e02072-1-A_S274_L001_R1_001.fastq.gz	e02072-1-A_S274_L001_R2_001.fastq.gz	21958	21958	21690	21690	21639	21639	20060	19464	19464
e02072-1-B	e02072-1-B	2	e02072-1-B_S357_L001_R1_001.fastq.gz	e02072-1-B_S357_L001_R2_001.fastq.gz	18681	18681	18447	18447	18380	18380	17232	16838	16838
e02072-1-C	e02072-1-C	2	e02072-1-C_S440_L001_R1_001.fastq.gz	e02072-1-C_S440_L001_R2_001.fastq.gz	38783	38783	38312	38312	38127	38127	35086	34119	34119
e02072-2-A	e02072-2-A	2	e02072-2-A_S314_L001_R1_001.fastq.gz	e02072-2-A_S314_L001_R2_001.fastq.gz	20862	20862	20626	20626	20541	20541	19610	18956	18956
e02072-2-B	e02072-2-B	2	e02072-2-B_S397_L001_R1_001.fastq.gz	e02072-2-B_S397_L001_R2_001.fastq.gz	30523	30523	30106	30106	29938	29938	28278	27785	27785
e02072-2-C	e02072-2-C	2	e02072-2-C_S480_L001_R1_001.fastq.gz	e02072-2-C_S480_L001_R2_001.fastq.gz	40167	40167	39639	39639	39423	39423	36867	36076	36076
e02073-1-A	e02073-1-A	2	e02073-1-A_S275_L001_R1_001.fastq.gz	e02073-1-A_S275_L001_R2_001.fastq.gz	19403	19403	19165	19165	19065	19065	17871	17602	17602
e02073-1-B	e02073-1-B	2	e02073-1-B_S358_L001_R1_001.fastq.gz	e02073-1-B_S358_L001_R2_001.fastq.gz	29617	29617	29260	29260	29111	29111	27639	27013	27013
e02073-1-C	e02073-1-C	2	e02073-1-C_S441_L001_R1_001.fastq.gz	e02073-1-C_S441_L001_R2_001.fastq.gz	29368	29368	28969	28969	27759	27759	25928	25424	25424
e02073-2-A	e02073-2-A	2	e02073-2-A_S315_L001_R1_001.fastq.gz	e02073-2-A_S315_L001_R2_001.fastq.gz	17706	17706	17517	17517	17469	17469	16986	16816	16816
e02073-2-B	e02073-2-B	2	e02073-2-B_S398_L001_R1_001.fastq.gz	e02073-2-B_S398_L001_R2_001.fastq.gz	26798	26798	26488	26488	26408	26408	25407	24664	24664
e02073-2-C	e02073-2-C	2	e02073-2-C_S481_L001_R1_001.fastq.gz	e02073-2-C_S481_L001_R2_001.fastq.gz	33968	33968	33568	33568	33430	33430	32332	32082	32082
e02074-1-A	e02074-1-A	2	e02074-1-A_S276_L001_R1_001.fastq.gz	e02074-1-A_S276_L001_R2_001.fastq.gz	17759	17759	17570	17570	17510	17510	16697	16441	16441
e02074-1-B	e02074-1-B	2	e02074-1-B_S359_L001_R1_001.fastq.gz	e02074-1-B_S359_L001_R2_001.fastq.gz	25570	25570	25249	25249	24929	24929	23747	23626	23626
e02074-1-C	e02074-1-C	2	e02074-1-C_S442_L001_R1_001.fastq.gz	e02074-1-C_S442_L001_R2_001.fastq.gz	15958	15958	15732	15732	13081	13081	12048	11830	11830
e02074-2-A	e02074-2-A	2	e02074-2-A_S316_L001_R1_001.fastq.gz	e02074-2-A_S316_L001_R2_001.fastq.gz	12877	12877	12711	12711	11100	11100	10410	10383	10383
e02074-2-B	e02074-2-B	2	e02074-2-B_S399_L001_R1_001.fastq.gz	e02074-2-B_S399_L001_R2_001.fastq.gz	17989	17989	17777	17777	15327	15327	14048	13911	13911
e02074-2-C	e02074-2-C	2	e02074-2-C_S482_L001_R1_001.fastq.gz	e02074-2-C_S482_L001_R2_001.fastq.gz	34205	34205	33765	33765	33005	33005	31451	31260	31260
e02075-1-A	e02075-1-A	2	e02075-1-A_S277_L001_R1_001.fastq.gz	e02075-1-A_S277_L001_R2_001.fastq.gz	26714	26714	26372	26372	26300	26300	24828	24340	24340
e02075-1-B	e02075-1-B	2	e02075-1-B_S360_L001_R1_001.fastq.gz	e02075-1-B_S360_L001_R2_001.fastq.gz	30298	30298	29952	29952	29780	29780	27566	26999	26999
e02075-1-C	e02075-1-C	2	e02075-1-C_S443_L001_R1_001.fastq.gz	e02075-1-C_S443_L001_R2_001.fastq.gz	27852	27852	27539	27539	27320	27320	24764	24205	24205
e02075-2-A	e02075-2-A	2	e02075-2-A_S317_L001_R1_001.fastq.gz	e02075-2-A_S317_L001_R2_001.fastq.gz	14997	14997	14822	14822	14775	14775	13957	13854	13854
e02075-2-B	e02075-2-B	2	e02075-2-B_S400_L001_R1_001.fastq.gz	e02075-2-B_S400_L001_R2_001.fastq.gz	17324	17324	17107	17107	16778	16778	15693	15522	15522
e02075-2-C	e02075-2-C	2	e02075-2-C_S483_L001_R1_001.fastq.gz	e02075-2-C_S483_L001_R2_001.fastq.gz	18249	18249	18036	18036	16947	16947	15821	15701	15701
e02076-1-A	e02076-1-A	2	e02076-1-A_S278_L001_R1_001.fastq.gz	e02076-1-A_S278_L001_R2_001.fastq.gz	23349	23349	23062	23062	22968	22968	22243	22138	22138
e02076-1-B	e02076-1-B	2	e02076-1-B_S361_L001_R1_001.fastq.gz	e02076-1-B_S361_L001_R2_001.fastq.gz	19221	19221	18970	18970	18820	18820	18205	18055	18055
e02076-1-C	e02076-1-C	2	e02076-1-C_S444_L001_R1_001.fastq.gz	e02076-1-C_S444_L001_R2_001.fastq.gz	20929	20929	20673	20673	19680	19680	18683	18547	18547
e02076-2-A	e02076-2-A	2	e02076-2-A_S318_L001_R1_001.fastq.gz	e02076-2-A_S318_L001_R2_001.fastq.gz	3542	3542	3510	3510	3494	3494	3292	3284	3284
e02076-2-B	e02076-2-B	2	e02076-2-B_S401_L001_R1_001.fastq.gz	e02076-2-B_S401_L001_R2_001.fastq.gz	4033	4033	3981	3981	3946	3946	3846	3846	3846
e02076-2-C	e02076-2-C	2	e02076-2-C_S484_L001_R1_001.fastq.gz	e02076-2-C_S484_L001_R2_001.fastq.gz	4120	4120	4083	4083	4041	4041	3827	3823	3823
e02077-1-A	e02077-1-A	2	e02077-1-A_S279_L001_R1_001.fastq.gz	e02077-1-A_S279_L001_R2_001.fastq.gz	24015	24015	23747	23747	23663	23663	22651	22471	22471
e02077-1-B	e02077-1-B	2	e02077-1-B_S362_L001_R1_001.fastq.gz	e02077-1-B_S362_L001_R2_001.fastq.gz	14633	14633	14466	14466	14410	14410	13733	13688	13688
e02077-1-C	e02077-1-C	2	e02077-1-C_S445_L001_R1_001.fastq.gz	e02077-1-C_S445_L001_R2_001.fastq.gz	20588	20588	20300	20300	20143	20143	18687	18294	18294
e02077-2-A	e02077-2-A	2	e02077-2-A_S319_L001_R1_001.fastq.gz	e02077-2-A_S319_L001_R2_001.fastq.gz	8866	8866	8762	8762	7996	7996	5633	5614	5612
e02077-2-B	e02077-2-B	2	e02077-2-B_S402_L001_R1_001.fastq.gz	e02077-2-B_S402_L001_R2_001.fastq.gz	26578	26578	26217	26217	25731	25731	24172	24074	24074
e02077-2-C	e02077-2-C	2	e02077-2-C_S485_L001_R1_001.fastq.gz	e02077-2-C_S485_L001_R2_001.fastq.gz	28234	28234	27880	27880	27662	27662	25089	24847	24847
e02078-1-A	e02078-1-A	2	e02078-1-A_S280_L001_R1_001.fastq.gz	e02078-1-A_S280_L001_R2_001.fastq.gz	22526	22526	22280	22280	22201	22201	20827	20769	20769
e02078-1-B	e02078-1-B	2	e02078-1-B_S363_L001_R1_001.fastq.gz	e02078-1-B_S363_L001_R2_001.fastq.gz	26001	26001	25697	25697	25520	25520	24297	24138	24138
e02078-1-C	e02078-1-C	2	e02078-1-C_S446_L001_R1_001.fastq.gz	e02078-1-C_S446_L001_R2_001.fastq.gz	21902	21902	21659	21659	19820	19820	17814	17664	17664
e02078-2-A	e02078-2-A	2	e02078-2-A_S320_L001_R1_001.fastq.gz	e02078-2-A_S320_L001_R2_001.fastq.gz	18937	18937	18682	18682	18426	18426	14225	14155	14155
e02078-2-B	e02078-2-B	2	e02078-2-B_S403_L001_R1_001.fastq.gz	e02078-2-B_S403_L001_R2_001.fastq.gz	19956	19956	19737	19737	17863	17863	15144	15134	15134
e02078-2-C	e02078-2-C	2	e02078-2-C_S486_L001_R1_001.fastq.gz	e02078-2-C_S486_L001_R2_001.fastq.gz	26378	26378	26060	26060	24671	24671	20448	20361	20361
e02079-1-A	e02079-1-A	2	e02079-1-A_S281_L001_R1_001.fastq.gz	e02079-1-A_S281_L001_R2_001.fastq.gz	17697	17697	17109	17109	16976	16976	15601	15401	15401
e02079-1-B	e02079-1-B	2	e02079-1-B_S364_L001_R1_001.fastq.gz	e02079-1-B_S364_L001_R2_001.fastq.gz	16599	16599	15983	15983	15860	15860	14786	14621	14621
e02079-1-C	e02079-1-C	2	e02079-1-C_S447_L001_R1_001.fastq.gz	e02079-1-C_S447_L001_R2_001.fastq.gz	10929	10929	10181	10181	9559	9559	7807	6880	6880
e02079-2-A	e02079-2-A	2	e02079-2-A_S321_L001_R1_001.fastq.gz	e02079-2-A_S321_L001_R2_001.fastq.gz	20064	20064	19819	19819	19139	19139	11101	11004	11004
e02079-2-B	e02079-2-B	2	e02079-2-B_S404_L001_R1_001.fastq.gz	e02079-2-B_S404_L001_R2_001.fastq.gz	20584	20584	20343	20343	19245	19245	17104	16966	16966
e02079-2-C	e02079-2-C	2	e02079-2-C_S487_L001_R1_001.fastq.gz	e02079-2-C_S487_L001_R2_001.fastq.gz	35003	35003	34595	34595	33919	33919	28334	27990	27990
e02080-1-A	e02080-1-A	2	e02080-1-A_S282_L001_R1_001.fastq.gz	e02080-1-A_S282_L001_R2_001.fastq.gz	33739	33739	33352	33352	33213	33213	31412	30980	30980
e02080-1-B	e02080-1-B	2	e02080-1-B_S365_L001_R1_001.fastq.gz	e02080-1-B_S365_L001_R2_001.fastq.gz	22054	22054	21785	21785	21637	21637	20207	19772	19772
e02080-1-C	e02080-1-C	2	e02080-1-C_S448_L001_R1_001.fastq.gz	e02080-1-C_S448_L001_R2_001.fastq.gz	32547	32547	32155	32155	31963	31963	29597	28869	28869
e02080-2-A	e02080-2-A	2	e02080-2-A_S322_L001_R1_001.fastq.gz	e02080-2-A_S322_L001_R2_001.fastq.gz	18460	18460	18250	18250	18171	18171	17272	17103	17103
e02080-2-B	e02080-2-B	2	e02080-2-B_S405_L001_R1_001.fastq.gz	e02080-2-B_S405_L001_R2_001.fastq.gz	25061	25061	24743	24743	24594	24594	23242	22936	22936
e02080-2-C	e02080-2-C	2	e02080-2-C_S488_L001_R1_001.fastq.gz	e02080-2-C_S488_L001_R2_001.fastq.gz	33648	33648	33236	33236	32993	32993	30882	30559	30559
e02081-1-A	e02081-1-A	2	e02081-1-A_S283_L001_R1_001.fastq.gz	e02081-1-A_S283_L001_R2_001.fastq.gz	24575	24575	24280	24280	24184	24184	22741	22638	22638
e02081-1-B	e02081-1-B	2	e02081-1-B_S366_L001_R1_001.fastq.gz	e02081-1-B_S366_L001_R2_001.fastq.gz	19262	19262	19033	19033	18885	18885	17386	17220	17220
e02081-1-C	e02081-1-C	2	e02081-1-C_S449_L001_R1_001.fastq.gz	e02081-1-C_S449_L001_R2_001.fastq.gz	33086	33086	32661	32661	32391	32391	29075	28658	28658
e02081-2-A	e02081-2-A	2	e02081-2-A_S323_L001_R1_001.fastq.gz	e02081-2-A_S323_L001_R2_001.fastq.gz	14823	14823	14658	14658	14344	14344	13301	13263	13263
e02081-2-B	e02081-2-B	2	e02081-2-B_S406_L001_R1_001.fastq.gz	e02081-2-B_S406_L001_R2_001.fastq.gz	19364	19364	19116	19116	18967	18967	17398	17116	17116
e02081-2-C	e02081-2-C	2	e02081-2-C_S489_L001_R1_001.fastq.gz	e02081-2-C_S489_L001_R2_001.fastq.gz	17939	17939	17719	17719	17430	17430	14819	14742	14737
e02082-1-A	e02082-1-A	2	e02082-1-A_S284_L001_R1_001.fastq.gz	e02082-1-A_S284_L001_R2_001.fastq.gz	20935	20935	20703	20703	20643	20643	19474	19140	19140
e02082-1-B	e02082-1-B	2	e02082-1-B_S367_L001_R1_001.fastq.gz	e02082-1-B_S367_L001_R2_001.fastq.gz	27217	27217	26887	26887	26773	26773	24979	24444	24444
e02082-1-C	e02082-1-C	2	e02082-1-C_S450_L001_R1_001.fastq.gz	e02082-1-C_S450_L001_R2_001.fastq.gz	34303	34303	33911	33911	33208	33208	31372	30661	30661
e02082-2-A	e02082-2-A	2	e02082-2-A_S324_L001_R1_001.fastq.gz	e02082-2-A_S324_L001_R2_001.fastq.gz	25517	25517	25197	25197	25106	25106	23390	23006	23006
e02082-2-B	e02082-2-B	2	e02082-2-B_S407_L001_R1_001.fastq.gz	e02082-2-B_S407_L001_R2_001.fastq.gz	28382	28382	28036	28036	27269	27269	25281	24796	24796
e02082-2-C	e02082-2-C	2	e02082-2-C_S490_L001_R1_001.fastq.gz	e02082-2-C_S490_L001_R2_001.fastq.gz	47808	47808	47233	47233	46755	46755	43156	42198	42118
e02083-1-A	e02083-1-A	2	e02083-1-A_S285_L001_R1_001.fastq.gz	e02083-1-A_S285_L001_R2_001.fastq.gz	18407	18407	18224	18224	18146	18146	16340	15981	15981
e02083-1-B	e02083-1-B	2	e02083-1-B_S368_L001_R1_001.fastq.gz	e02083-1-B_S368_L001_R2_001.fastq.gz	18931	18931	18708	18708	18593	18593	16660	16368	16368
e02083-1-C	e02083-1-C	2	e02083-1-C_S451_L001_R1_001.fastq.gz	e02083-1-C_S451_L001_R2_001.fastq.gz	26317	26317	26003	26003	25840	25840	23341	22938	22938
e02083-2-A	e02083-2-A	2	e02083-2-A_S325_L001_R1_001.fastq.gz	e02083-2-A_S325_L001_R2_001.fastq.gz	22570	22570	22321	22321	22231	22231	20630	20345	20345
e02083-2-B	e02083-2-B	2	e02083-2-B_S408_L001_R1_001.fastq.gz	e02083-2-B_S408_L001_R2_001.fastq.gz	26717	26717	26412	26412	26314	26314	23932	23532	23532
e02083-2-C	e02083-2-C	2	e02083-2-C_S491_L001_R1_001.fastq.gz	e02083-2-C_S491_L001_R2_001.fastq.gz	26328	26328	25991	25991	25281	25281	22425	22215	22215
e02084-1-A	e02084-1-A	2	e02084-1-A_S286_L001_R1_001.fastq.gz	e02084-1-A_S286_L001_R2_001.fastq.gz	19477	19477	19251	19251	19190	19190	17843	17452	17450
e02084-1-B	e02084-1-B	2	e02084-1-B_S369_L001_R1_001.fastq.gz	e02084-1-B_S369_L001_R2_001.fastq.gz	25470	25470	25208	25208	25102	25102	23481	23101	23101
e02084-1-C	e02084-1-C	2	e02084-1-C_S452_L001_R1_001.fastq.gz	e02084-1-C_S452_L001_R2_001.fastq.gz	31384	31384	30997	30997	30824	30824	29027	28567	28567
e02084-2-A	e02084-2-A	2	e02084-2-A_S326_L001_R1_001.fastq.gz	e02084-2-A_S326_L001_R2_001.fastq.gz	20598	20598	20348	20348	20059	20059	18897	18577	18577
e02084-2-B	e02084-2-B	2	e02084-2-B_S409_L001_R1_001.fastq.gz	e02084-2-B_S409_L001_R2_001.fastq.gz	26317	26317	26010	26010	25886	25886	24236	23829	23829
e02084-2-C	e02084-2-C	2	e02084-2-C_S492_L001_R1_001.fastq.gz	e02084-2-C_S492_L001_R2_001.fastq.gz	40964	40964	40458	40458	39982	39982	37841	37335	37270
e02085-1-A	e02085-1-A	2	e02085-1-A_S287_L001_R1_001.fastq.gz	e02085-1-A_S287_L001_R2_001.fastq.gz	18130	18130	17926	17926	17766	17766	16286	15762	15762
e02085-1-B	e02085-1-B	2	e02085-1-B_S370_L001_R1_001.fastq.gz	e02085-1-B_S370_L001_R2_001.fastq.gz	27138	27138	26823	26823	26685	26685	24775	24200	24200
e02085-1-C	e02085-1-C	2	e02085-1-C_S453_L001_R1_001.fastq.gz	e02085-1-C_S453_L001_R2_001.fastq.gz	35825	35825	35387	35387	35115	35115	32504	31614	31614
e02085-2-A	e02085-2-A	2	e02085-2-A_S327_L001_R1_001.fastq.gz	e02085-2-A_S327_L001_R2_001.fastq.gz	16436	16436	16234	16234	14901	14901	12825	12724	12724
e02085-2-B	e02085-2-B	2	e02085-2-B_S410_L001_R1_001.fastq.gz	e02085-2-B_S410_L001_R2_001.fastq.gz	26275	26275	25958	25958	25153	25153	23640	23037	23037
e02085-2-C	e02085-2-C	2	e02085-2-C_S493_L001_R1_001.fastq.gz	e02085-2-C_S493_L001_R2_001.fastq.gz	25650	25650	25346	25346	24881	24881	23170	22583	22550
e02086-1-A	e02086-1-A	2	e02086-1-A_S288_L001_R1_001.fastq.gz	e02086-1-A_S288_L001_R2_001.fastq.gz	22732	22732	22394	22394	22313	22313	20560	20133	20133
e02086-1-B	e02086-1-B	2	e02086-1-B_S371_L001_R1_001.fastq.gz	e02086-1-B_S371_L001_R2_001.fastq.gz	27148	27148	26739	26739	26410	26410	24481	23999	23999
e02086-1-C	e02086-1-C	2	e02086-1-C_S454_L001_R1_001.fastq.gz	e02086-1-C_S454_L001_R2_001.fastq.gz	36096	36096	35528	35528	35106	35106	32477	31684	31684
e02086-2-A	e02086-2-A	2	e02086-2-A_S328_L001_R1_001.fastq.gz	e02086-2-A_S328_L001_R2_001.fastq.gz	15293	15293	15134	15134	14882	14882	13775	13383	13383
e02086-2-B	e02086-2-B	2	e02086-2-B_S411_L001_R1_001.fastq.gz	e02086-2-B_S411_L001_R2_001.fastq.gz	27901	27901	27569	27569	27399	27399	25718	25125	25125
e02086-2-C	e02086-2-C	2	e02086-2-C_S494_L001_R1_001.fastq.gz	e02086-2-C_S494_L001_R2_001.fastq.gz	38508	38508	38061	38061	37747	37747	35102	34102	34102
e02087-1-A	e02087-1-A	2	e02087-1-A_S289_L001_R1_001.fastq.gz	e02087-1-A_S289_L001_R2_001.fastq.gz	8683	8683	8591	8591	8551	8551	7540	7203	7198
e02087-1-B	e02087-1-B	2	e02087-1-B_S372_L001_R1_001.fastq.gz	e02087-1-B_S372_L001_R2_001.fastq.gz	20100	20100	19834	19834	19726	19726	17389	17075	17075
e02087-1-C	e02087-1-C	2	e02087-1-C_S455_L001_R1_001.fastq.gz	e02087-1-C_S455_L001_R2_001.fastq.gz	16463	16463	16242	16242	16072	16072	14129	13852	13852
e02087-2-A	e02087-2-A	2	e02087-2-A_S329_L001_R1_001.fastq.gz	e02087-2-A_S329_L001_R2_001.fastq.gz	22484	22484	22211	22211	22077	22077	20221	19802	19802
e02087-2-B	e02087-2-B	2	e02087-2-B_S412_L001_R1_001.fastq.gz	e02087-2-B_S412_L001_R2_001.fastq.gz	24032	24032	23712	23712	23601	23601	21911	21486	21408
e02087-2-C	e02087-2-C	2	e02087-2-C_S495_L001_R1_001.fastq.gz	e02087-2-C_S495_L001_R2_001.fastq.gz	28041	28041	27690	27690	26524	26524	23927	23530	23530
e02088-1-A	e02088-1-A	2	e02088-1-A_S290_L001_R1_001.fastq.gz	e02088-1-A_S290_L001_R2_001.fastq.gz	23936	23936	23604	23604	23508	23508	21888	21425	21425
e02088-1-B	e02088-1-B	2	e02088-1-B_S373_L001_R1_001.fastq.gz	e02088-1-B_S373_L001_R2_001.fastq.gz	28217	28217	27871	27871	27176	27176	25270	25012	25012
e02088-1-C	e02088-1-C	2	e02088-1-C_S456_L001_R1_001.fastq.gz	e02088-1-C_S456_L001_R2_001.fastq.gz	32441	32441	32044	32044	31816	31816	28944	28447	28447
e02088-2-A	e02088-2-A	2	e02088-2-A_S330_L001_R1_001.fastq.gz	e02088-2-A_S330_L001_R2_001.fastq.gz	22563	22563	22287	22287	22200	22200	20595	20202	20202
e02088-2-B	e02088-2-B	2	e02088-2-B_S413_L001_R1_001.fastq.gz	e02088-2-B_S413_L001_R2_001.fastq.gz	26566	26566	26258	26258	26092	26092	23714	23225	23225
e02088-2-C	e02088-2-C	2	e02088-2-C_S496_L001_R1_001.fastq.gz	e02088-2-C_S496_L001_R2_001.fastq.gz	54301	54301	53651	53651	52528	52528	48133	47160	47160
